submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,pop,,,,,
6/19/2020,OH,43731,40549,3182,609,33,5127508,,,,,
6/19/2020,OK,9378,,,453,2,1664378,,,,,
6/19/2020,OR,6572,6572,0,206,0,1675562,,,,,
6/19/2020,PA,81266,78947,2319,504,8,5567315,,,,,
6/19/2020,RI,16337,,,68,0,463388,,,,,
6/19/2020,SC,23479,23444,35,1073,10,2137683,,,,,
6/19/2020,SD,6158,,,49,0,363438,,,,,
6/19/2020,TN,34017,33776,241,1188,7,2812133,,,,,
6/19/2020,TX,103305,,,3454,0,9977436,,,,,
6/19/2020,UT,16826,16826,0,627,0,979709,,,,,
6/19/2020,VA,57443,54953,2490,650,9,3364939,,,,,
6/19/2020,VT,1144,,,9,0,322539,,,,,
6/19/2020,WA,27601,,,409,0,2885677,,,,,
6/19/2020,WI,26852,24154,2698,310,32,2624358,,,,,
6/19/2020,WV,2468,2385,83,50,1,881917,,,,,
6/19/2020,WY,1173,927,246,29,8,261868,,,,,
6/20/2020,AK,743,,,20,0,306967,,,,,
6/20/2020,AL,29549,29126,423,532,4,2171853,,,,,
6/20/2020,AR,15142,,,511,0,1316299,,,,,
6/20/2020,AZ,49798,49426,372,3109,6,2844526,,,,,
6/20/2020,CA,169309,,,3893,0,13680081,,,,,
6/20/2020,CO,30349,27608,2741,162,7,2212898,,,,,
6/20/2020,CT,45715,43763,1952,158,5,1487891,,,,,
6/20/2020,DC,9984,,,32,0,296719,,,,,
6/20/2020,DE,10775,9724,1051,164,20,405885,,,,,
6/20/2020,FL,91670,,,4027,0,8989580,,,,,
6/20/2020,GA,63788,62908,880,1814,14,4088801,,,,,
6/20/2020,HI,798,,,10,0,519508,,,,,
6/20/2020,IA,25496,,,221,0,1336417,,,,,
6/20/2020,ID,4006,3585,421,135,16,667796,,,,,
6/20/2020,IL,137104,136104,1000,634,0,5296715,,,,,
6/20/2020,IN,42061,,,315,0,2795541,,,,,
6/20/2020,KS,12059,12059,0,0,0,1233215,,,,,
6/20/2020,KY,13630,13253,377,176,20,1927164,,,,,
6/20/2020,LA,49385,,,870,0,1964981,,,,,
6/20/2020,MA,106936,102228,4708,286,63,2808254,,,,,
6/20/2020,MD,64306,,,350,0,2378814,,,,,
6/20/2020,ME,2938,2610,328,0,0,721830,,,,,
6/20/2020,MI,67545,61084,6461,448,193,4532233,,,,,
6/20/2020,MN,32920,,,453,0,2347201,,,,,
6/20/2020,MO,17590,,,389,0,2712729,,,,,
6/20/2020,MS,20641,20500,141,0,0,1274719,,,,,
6/20/2020,MT,716,716,0,18,0,482825,,,,,
6/20/2020,NC,51399,51389,10,1549,0,4327528,,,,,
6/20/2020,ND,3251,3251,0,25,0,317498,,,,,
6/20/2020,NE,17707,,,116,0,796793,,,,,
6/20/2020,NH,5518,,,68,0,614754,,,,,
6/20/2020,NJ,169568,,,355,17,3553562,,,,,
6/20/2020,NM,10430,,,170,0,901388,,,,,
6/20/2020,NV,13160,,,645,200,1173814,,,,,
6/20/2020,NY,175211,,,325,0,8108103,,,,,
6/20/2020,OH,44262,41062,3200,531,18,5127508,,,,,
6/20/2020,OK,9730,,,352,0,1664378,,,,,
6/20/2020,OR,6750,6750,0,178,0,1675562,,,,,
6/20/2020,PA,81730,79405,2325,464,6,5567315,,,,,
6/20/2020,RI,16337,,,0,0,463388,,,,,
6/20/2020,SC,24652,24606,46,1173,11,2137683,,,,,
6/20/2020,SD,6225,,,67,0,363438,,,,,
6/20/2020,TN,34446,34207,239,429,-2,2812133,,,,,
6/20/2020,TX,107735,,,4430,0,9977436,,,,,
6/20/2020,UT,17400,17400,0,574,0,979709,,,,,
6/20/2020,VA,57994,55504,2490,551,0,3364939,,,,,
6/20/2020,VT,1147,,,3,0,322539,,,,,
6/20/2020,WA,28225,,,624,0,2885677,,,,,
6/20/2020,WI,27294,24539,2755,442,57,2624358,,,,,
6/20/2020,WV,2500,2418,82,32,-1,881917,,,,,
6/20/2020,WY,1179,930,249,6,3,261868,,,,,
6/21/2020,AK,755,,,12,0,306967,,,,,
6/21/2020,AL,30021,29598,423,472,0,2171853,,,,,
6/21/2020,AR,15561,,,419,0,1316299,,,,,
6/21/2020,AZ,52390,52018,372,2592,0,2844526,,,,,
6/21/2020,CA,173824,,,4515,0,13680081,,,,,
6/21/2020,CO,30539,27800,2739,190,-2,2212898,,,,,
6/21/2020,CT,45755,43802,1953,40,1,1487891,,,,,
6/21/2020,DC,10020,,,36,0,296719,,,,,
6/21/2020,DE,10822,9766,1056,47,5,405885,,,,,
6/21/2020,FL,95139,,,3469,0,8989580,,,,,
6/21/2020,GA,64673,63793,880,885,0,4088801,,,,,
6/21/2020,HI,802,,,4,0,519508,,,,,
6/21/2020,IA,25957,,,461,0,1336417,,,,,
6/21/2020,ID,4006,3585,421,0,0,667796,,,,,
6/21/2020,IL,137762,136762,1000,658,0,5296715,,,,,
6/21/2020,IN,42423,,,362,0,2795541,,,,,
6/21/2020,KS,12059,12059,0,0,0,1233215,,,,,
6/21/2020,KY,13750,13369,381,120,4,1927164,,,,,
6/21/2020,LA,49778,,,393,0,1964981,,,,,
6/21/2020,MA,107061,102333,4728,125,20,2808254,,,,,
6/21/2020,MD,64603,,,297,0,2378814,,,,,
6/21/2020,ME,2957,2629,328,19,0,721830,,,,,
6/21/2020,MI,67711,61230,6481,166,20,4532233,,,,,
6/21/2020,MN,33227,,,307,0,2347201,,,,,
6/21/2020,MO,18005,,,415,0,2712729,,,,,
6/21/2020,MS,20641,20500,141,0,0,1274719,,,,,
6/21/2020,MT,717,717,0,1,0,482825,,,,,
6/21/2020,NC,52811,52801,10,1412,0,4327528,,,,,
6/21/2020,ND,3288,3288,0,37,0,317498,,,,,
6/21/2020,NE,17810,,,103,0,796793,,,,,
6/21/2020,NH,5544,,,26,0,614754,,,,,
6/21/2020,NJ,169889,,,321,13,3553562,,,,,
6/21/2020,NM,10565,,,135,0,901388,,,,,
6/21/2020,NV,13434,,,274,0,1173814,,,,,
6/21/2020,NY,175490,,,279,0,8108103,,,,,
6/21/2020,OH,44808,41578,3230,546,30,5127508,,,,,
6/21/2020,OK,10062,,,332,0,1664378,,,,,
6/21/2020,OR,6937,6700,237,187,237,1675562,,,,,
6/21/2020,PA,82186,79859,2327,456,2,5567315,,,,,
6/21/2020,RI,16337,,,0,0,463388,,,,,
6/21/2020,SC,25555,25504,51,903,5,2137683,,,,,
6/21/2020,SD,6297,,,72,0,363438,,,,,
6/21/2020,TN,35102,34854,248,656,9,2812133,,,,,
6/21/2020,TX,111601,,,3866,0,9977436,,,,,
6/21/2020,UT,17825,17825,0,425,0,979709,,,,,
6/21/2020,VA,58465,55949,2516,471,26,3364939,,,,,
6/21/2020,VT,1159,,,12,0,322539,,,,,
6/21/2020,WA,28680,,,455,0,2885677,,,,,
6/21/2020,WI,27587,24819,2768,293,13,2624358,,,,,
6/21/2020,WV,2543,2452,91,43,9,881917,,,,,
6/21/2020,WY,1197,947,250,18,1,261868,,,,,
6/22/2020,AK,761,,,6,0,306967,,,,,
6/22/2020,AL,30477,30054,423,456,0,2171853,,,,,
6/22/2020,AR,16083,,,522,0,1316299,,,,,
6/22/2020,AZ,54586,54214,372,2196,0,2844526,,,,,
6/22/2020,CA,178054,,,4230,0,13680081,,,,,
6/22/2020,CO,30705,27959,2746,166,7,2212898,,,,,
6/22/2020,CT,45782,43820,1962,27,9,1487891,,,,,
6/22/2020,DC,10058,,,38,0,296719,,,,,
6/22/2020,DE,10847,9792,1055,25,-1,405885,,,,,
6/22/2020,FL,98047,,,2908,0,8989580,,,,,
6/22/2020,GA,65944,65005,939,1271,59,4088801,,,,,
6/22/2020,HI,805,,,3,0,519508,,,,,
6/22/2020,IA,26051,,,94,0,1336417,,,,,
6/22/2020,ID,4254,3820,434,248,13,667796,,,,,
6/22/2020,IL,138224,137224,1000,462,0,5296715,,,,,
6/22/2020,IN,42633,,,210,0,2795541,,,,,
6/22/2020,KS,12465,12465,0,406,0,1233215,,,,,
6/22/2020,KY,13839,13449,390,89,9,1927164,,,,,
6/22/2020,LA,50239,,,461,0,1964981,,,,,
6/22/2020,MA,107210,102469,4741,149,13,2808254,,,,,
6/22/2020,MD,65007,,,404,0,2378814,,,,,
6/22/2020,ME,2971,2640,331,14,3,721830,,,,,
6/22/2020,MI,67957,61409,6548,246,67,4532233,,,,,
6/22/2020,MN,33469,,,242,0,2347201,,,,,
6/22/2020,MO,18143,,,138,0,2712729,,,,,
6/22/2020,MS,22287,22136,151,1646,10,1274719,,,,,
6/22/2020,MT,734,734,0,17,0,482825,,,,,
6/22/2020,NC,53616,53605,11,805,1,4327528,,,,,
6/22/2020,ND,3313,3313,0,25,0,317498,,,,,
6/22/2020,NE,17957,,,147,0,796793,,,,,
6/22/2020,NH,5558,,,14,0,614754,,,,,
6/22/2020,NJ,170194,,,305,32,3553562,,,,,
6/22/2020,NM,10694,,,129,0,901388,,,,,
6/22/2020,NV,13764,,,330,0,1173814,,,,,
6/22/2020,NY,175747,,,257,0,8108103,,,,,
6/22/2020,OH,45537,42254,3283,729,53,5127508,,,,,
6/22/2020,OK,10545,,,483,0,1664378,,,,,
6/22/2020,OR,7083,6836,247,146,10,1675562,,,,,
6/22/2020,PA,82186,79859,2327,0,0,5567315,,,,,
6/22/2020,RI,16459,,,122,0,463388,,,,,
6/22/2020,SC,26564,26508,56,1009,5,2137683,,,,,
6/22/2020,SD,6326,,,29,0,363438,,,,,
6/22/2020,TN,35553,35302,251,451,3,2812133,,,,,
6/22/2020,TX,114881,,,3280,0,9977436,,,,,
6/22/2020,UT,18135,18135,0,310,0,979709,,,,,
6/22/2020,VA,58994,56452,2542,529,26,3364939,,,,,
6/22/2020,VT,1163,,,4,0,322539,,,,,
6/22/2020,WA,28870,,,190,0,2885677,,,,,
6/22/2020,WI,27838,25068,2770,251,2,2624358,,,,,
6/22/2020,WV,2571,2482,89,28,-2,881917,,,,,
6/22/2020,WY,1230,974,256,33,6,261868,,,,,
6/23/2020,AK,778,,,17,0,306967,,,,,
6/23/2020,AL,31234,30803,431,757,8,2171853,,,,,
6/23/2020,AR,16678,,,595,0,1316299,,,,,
6/23/2020,AZ,58179,57799,380,3593,8,2844526,,,,,
6/23/2020,CA,183073,,,5019,0,13680081,,,,,
6/23/2020,CO,30893,28138,2755,188,9,2212898,,,,,
6/23/2020,CT,45899,43941,1958,117,-4,1487891,,,,,
6/23/2020,DC,10094,,,36,0,296719,,,,,
6/23/2020,DE,10889,9834,1055,42,0,405885,,,,,
6/23/2020,FL,101303,,,3256,0,8989580,,,,,
6/23/2020,GA,67804,66754,1050,1860,111,4088801,,,,,
6/23/2020,HI,818,,,13,0,519508,,,,,
6/23/2020,IA,26372,,,321,0,1336417,,,,,
6/23/2020,ID,4402,3943,459,148,25,667796,,,,,
6/23/2020,IL,138825,137825,1000,601,0,5296715,,,,,
6/23/2020,IN,42871,,,238,0,2795541,,,,,
6/23/2020,KS,12465,12465,0,0,0,1233215,,,,,
6/23/2020,KY,14141,13736,405,302,15,1927164,,,,,
6/23/2020,LA,51595,,,1356,0,1964981,,,,,
6/23/2020,MA,107439,102651,4788,229,47,2808254,,,,,
6/23/2020,MD,65337,,,330,0,2378814,,,,,
6/23/2020,ME,2994,2655,339,23,8,721830,,,,,
6/23/2020,MI,68197,61630,6567,240,19,4532233,,,,,
6/23/2020,MN,33763,,,294,0,2347201,,,,,
6/23/2020,MO,18577,,,434,0,2712729,,,,,
6/23/2020,MS,22898,22745,153,611,2,1274719,,,,,
6/23/2020,MT,766,766,0,32,0,482825,,,,,
6/23/2020,NC,54470,54453,17,854,6,4327528,,,,,
6/23/2020,ND,3320,3320,0,7,0,317498,,,,,
6/23/2020,NE,18092,,,135,0,796793,,,,,
6/23/2020,NH,5571,,,13,0,614754,,,,,
6/23/2020,NJ,170232,,,38,38,3553562,,,,,
6/23/2020,NM,10838,,,144,0,901388,,,,,
6/23/2020,NV,14228,,,464,2,1173814,,,,,
6/23/2020,NY,176029,,,282,0,8108103,,,,,
6/23/2020,OH,46127,42767,3360,590,77,5127508,,,,,
6/23/2020,OK,10759,,,214,0,1664378,,,,,
6/23/2020,OR,7274,7018,256,191,9,1675562,,,,,
6/23/2020,PA,83191,80810,2381,1005,54,5567315,,,,,
6/23/2020,RI,16533,,,74,0,463388,,,,,
6/23/2020,SC,27477,27407,70,913,14,2137683,,,,,
6/23/2020,SD,6353,,,27,0,363438,,,,,
6/23/2020,TN,36303,36048,255,750,4,2812133,,,,,
6/23/2020,TX,120370,,,5489,0,9977436,,,,,
6/23/2020,UT,18660,18660,0,525,0,979709,,,,,
6/23/2020,VA,59514,56956,2558,520,16,3364939,,,,,
6/23/2020,VT,1164,,,1,0,322539,,,,,
6/23/2020,WA,29386,,,516,0,2885677,,,,,
6/23/2020,WI,28127,25331,2796,289,26,2624358,,,,,
6/23/2020,WV,2593,2505,88,22,-1,881917,,,,,
6/23/2020,WY,1254,992,262,24,6,261868,,,,,
6/24/2020,AK,792,,,14,0,306967,,,,,
6/24/2020,AL,32086,31645,441,852,10,2171853,,,,,
6/24/2020,AR,17375,,,697,0,1316299,,,,,
6/24/2020,AZ,59974,59586,388,1795,8,2844526,,,,,
6/24/2020,CA,190222,,,7149,0,13680081,,,,,
6/24/2020,CO,31155,28374,2781,262,26,2212898,,,,,
6/24/2020,CT,45913,43954,1959,14,1,1487891,,,,,
6/24/2020,DC,10128,,,34,0,296719,,,,,
6/24/2020,DE,10980,9925,1055,91,0,405885,,,,,
6/24/2020,FL,106743,,,5440,0,8989580,,,,,
6/24/2020,GA,69639,68539,1100,1835,50,4088801,,,,,
6/24/2020,HI,833,,,15,0,519508,,,,,
6/24/2020,IA,26705,,,333,0,1336417,,,,,
6/24/2020,ID,4645,4166,479,243,20,667796,,,,,
6/24/2020,IL,139540,138540,1000,715,0,5296715,,,,,
6/24/2020,IN,43140,,,269,0,2795541,,,,,
6/24/2020,KS,12970,12703,267,505,267,1233215,,,,,
6/24/2020,KY,14363,13937,426,222,21,1927164,,,,,
6/24/2020,LA,52477,,,882,0,1964981,,,,,
6/24/2020,MA,107611,102762,4849,172,61,2808254,,,,,
6/24/2020,MD,65777,,,440,0,2378814,,,,,
6/24/2020,ME,3071,2731,340,77,1,721830,,,,,
6/24/2020,MI,68555,61953,6602,358,35,4532233,,,,,
6/24/2020,MN,33763,,,0,0,2347201,,,,,
6/24/2020,MO,18868,,,291,0,2712729,,,,,
6/24/2020,MS,23424,23268,156,526,3,1274719,,,,,
6/24/2020,MT,803,803,0,37,0,482825,,,,,
6/24/2020,NC,56194,56174,20,1724,3,4327528,,,,,
6/24/2020,ND,3362,3362,0,42,0,317498,,,,,
6/24/2020,NE,18221,,,129,0,796793,,,,,
6/24/2020,NH,5598,,,27,0,614754,,,,,
6/24/2020,NJ,170571,,,339,20,3553562,,,,,
6/24/2020,NM,10990,,,152,0,901388,,,,,
6/24/2020,NV,14592,,,364,-1,1173814,,,,,
6/24/2020,NY,176318,,,289,0,8108103,,,,,
6/24/2020,OH,46759,43363,3396,632,36,5127508,,,,,
6/24/2020,OK,10759,,,0,0,1664378,,,,,
6/24/2020,OR,7444,7185,259,170,3,1675562,,,,,
6/24/2020,PA,83770,81374,2396,579,15,5567315,,,,,
6/24/2020,RI,16606,,,73,0,463388,,,,,
6/24/2020,SC,28775,28689,86,1298,16,2137683,,,,,
6/24/2020,SD,6419,,,66,0,363438,,,,,
6/24/2020,TN,37235,36969,266,932,11,2812133,,,,,
6/24/2020,TX,125921,,,5551,0,9977436,,,,,
6/24/2020,UT,19185,19185,0,525,0,979709,,,,,
6/24/2020,VA,59946,57384,2562,432,4,3364939,,,,,
6/24/2020,VT,1184,,,20,0,322539,,,,,
6/24/2020,WA,29869,,,483,0,2885677,,,,,
6/24/2020,WI,28593,25763,2830,466,34,2624358,,,,,
6/24/2020,WV,2629,2541,88,36,0,881917,,,,,
6/24/2020,WY,1282,1016,266,28,4,261868,,,,,
6/25/2020,AK,816,,,24,0,306967,,,,,
6/25/2020,AL,33232,32778,454,1146,13,2171853,,,,,
6/25/2020,AR,18062,,,687,0,1316299,,,,,
6/25/2020,AZ,63030,62634,396,3056,8,2844526,,,,,
6/25/2020,CA,195571,,,5349,0,13680081,,,,,
6/25/2020,CO,31479,28674,2805,324,24,2212898,,,,,
6/25/2020,CT,45994,44018,1976,81,17,1487891,,,,,
6/25/2020,DC,10159,,,31,0,296719,,,,,
6/25/2020,DE,11017,9972,1045,37,-10,405885,,,,,
6/25/2020,FL,111724,,,4981,0,8989580,,,,,
6/25/2020,GA,71382,70223,1159,1743,59,4088801,,,,,
6/25/2020,HI,849,,,16,0,519508,,,,,
6/25/2020,IA,27257,,,552,0,1336417,,,,,
6/25/2020,ID,4865,4366,499,220,20,667796,,,,,
6/25/2020,IL,140434,139434,1000,894,0,5296715,,,,,
6/25/2020,IN,43655,,,515,0,2795541,,,,,
6/25/2020,KS,12970,12703,267,0,0,1233215,,,,,
6/25/2020,KY,14617,14182,435,254,9,1927164,,,,,
6/25/2020,LA,53415,,,938,0,1964981,,,,,
6/25/2020,MA,107837,102922,4915,226,66,2808254,,,,,
6/25/2020,MD,66115,,,338,0,2378814,,,,,
6/25/2020,ME,3070,2731,339,-1,-1,721830,,,,,
6/25/2020,MI,68989,62306,6683,434,81,4532233,,,,,
6/25/2020,MN,34616,,,853,0,2347201,,,,,
6/25/2020,MO,19421,,,553,0,2712729,,,,,
6/25/2020,MS,24516,24358,158,1092,2,1274719,,,,,
6/25/2020,MT,829,829,0,26,0,482825,,,,,
6/25/2020,NC,57218,57183,35,1024,15,4327528,,,,,
6/25/2020,ND,3393,3393,0,31,0,317498,,,,,
6/25/2020,NE,18346,,,125,0,796793,,,,,
6/25/2020,NH,5638,,,40,0,614754,,,,,
6/25/2020,NJ,171064,,,493,31,3553562,,,,,
6/25/2020,NM,11192,,,202,0,901388,,,,,
6/25/2020,NV,15085,,,493,-4,1173814,,,,,
6/25/2020,NY,176716,,,398,0,8108103,,,,,
6/25/2020,OH,47651,44221,3430,892,34,5127508,,,,,
6/25/2020,OK,11948,,,1189,-19,1664378,,,,,
6/25/2020,OR,7568,7568,0,124,-259,1675562,,,,,
6/25/2020,PA,84370,81956,2414,600,18,5567315,,,,,
6/25/2020,RI,16640,,,34,0,463388,,,,,
6/25/2020,SC,29918,29819,99,1143,13,2137683,,,,,
6/25/2020,SD,6479,,,60,0,363438,,,,,
6/25/2020,TN,38034,37753,281,799,15,2812133,,,,,
6/25/2020,TX,131917,,,5996,0,9977436,,,,,
6/25/2020,UT,19816,19816,0,631,0,979709,,,,,
6/25/2020,VA,60570,57977,2593,624,31,3364939,,,,,
6/25/2020,VT,1191,,,7,0,322539,,,,,
6/25/2020,WA,30367,,,498,0,2885677,,,,,
6/25/2020,WI,29105,26227,2878,512,48,2624358,,,,,
6/25/2020,WV,2694,2601,93,65,5,881917,,,,,
6/25/2020,WY,1326,1052,274,44,8,261868,,,,,
6/26/2020,AK,836,,,20,0,306967,,,,,
6/26/2020,AL,34220,33753,467,988,13,2171853,,,,,
6/26/2020,AR,18740,,,678,0,1316299,,,,,
6/26/2020,AZ,66458,66055,403,3428,7,2844526,,,,,
6/26/2020,CA,200461,,,4890,0,13680081,,,,,
6/26/2020,CO,31796,28972,2824,317,19,2212898,,,,,
6/26/2020,CT,46059,44086,1973,65,-3,1487891,,,,,
6/26/2020,DC,10185,,,26,0,296719,,,,,
6/26/2020,DE,11107,10062,1045,90,0,405885,,,,,
6/26/2020,FL,120574,,,8850,0,8989580,,,,,
6/26/2020,GA,73458,72148,1310,2076,151,4088801,,,,,
6/26/2020,HI,855,,,6,0,519508,,,,,
6/26/2020,IA,27685,,,428,0,1336417,,,,,
6/26/2020,ID,5148,4629,519,283,20,667796,,,,,
6/26/2020,IL,141344,140291,1053,910,53,5296715,,,,,
6/26/2020,IN,44140,,,485,0,2795541,,,,,
6/26/2020,KS,13538,13227,311,568,44,1233215,,,,,
6/26/2020,KY,14859,14401,458,242,23,1927164,,,,,
6/26/2020,LA,54769,,,1354,0,1964981,,,,,
6/26/2020,MA,108070,103071,4999,233,84,2808254,,,,,
6/26/2020,MD,66450,,,335,0,2378814,,,,,
6/26/2020,ME,3102,2758,344,32,5,721830,,,,,
6/26/2020,MI,69329,62695,6634,340,-49,4532233,,,,,
6/26/2020,MN,34616,,,0,0,2347201,,,,,
6/26/2020,MO,19914,,,493,0,2712729,,,,,
6/26/2020,MS,25531,25368,163,1015,5,1274719,,,,,
6/26/2020,MT,852,852,0,23,0,482825,,,,,
6/26/2020,NC,58867,58818,49,1649,14,4327528,,,,,
6/26/2020,ND,3421,3421,0,28,0,317498,,,,,
6/26/2020,NE,18524,,,178,0,796793,,,,,
6/26/2020,NH,5638,,,0,0,614754,,,,,
6/26/2020,NJ,171476,,,412,24,3553562,,,,,
6/26/2020,NM,11408,,,216,0,901388,,,,,
6/26/2020,NV,15472,,,387,6,1173814,,,,,
6/26/2020,NY,177150,,,434,0,8108103,,,,,
6/26/2020,OH,48638,45172,3466,987,36,5127508,,,,,
6/26/2020,OK,11975,,,27,20,1664378,,,,,
6/26/2020,OR,7818,7818,0,250,0,1675562,,,,,
6/26/2020,PA,84991,82554,2437,621,23,5567315,,,,,
6/26/2020,RI,16661,,,21,0,463388,,,,,
6/26/2020,SC,31206,31086,120,1288,21,2137683,,,,,
6/26/2020,SD,6535,,,56,0,363438,,,,,
6/26/2020,TN,39444,39149,295,1410,14,2812133,,,,,
6/26/2020,TX,137624,,,5707,0,9977436,,,,,
6/26/2020,UT,20481,20481,0,665,0,979709,,,,,
6/26/2020,VA,61247,58611,2636,677,43,3364939,,,,,
6/26/2020,VT,1198,,,7,0,322539,,,,,
6/26/2020,WA,30855,,,488,0,2885677,,,,,
6/26/2020,WI,29668,26747,2921,563,43,2624358,,,,,
6/26/2020,WV,2730,2637,93,36,0,881917,,,,,
6/26/2020,WY,1368,1079,289,42,15,261868,,,,,
6/27/2020,AK,854,,,18,0,306967,,,,,
6/27/2020,AL,35105,34626,479,885,12,2171853,,,,,
6/27/2020,AR,19310,,,570,0,1316299,,,,,
6/27/2020,AZ,70051,69641,410,3593,7,2844526,,,,,
6/27/2020,CA,206433,,,5972,0,13680081,,,,,
6/27/2020,CO,32022,29194,2828,226,4,2212898,,,,,
6/27/2020,CT,46206,44225,1981,147,8,1487891,,,,,
6/27/2020,DC,10216,,,31,0,296719,,,,,
6/27/2020,DE,11253,10189,1064,146,19,405885,,,,,
6/27/2020,FL,130092,,,9518,0,8989580,,,,,
6/27/2020,GA,75410,74091,1319,1952,9,4088801,,,,,
6/27/2020,HI,881,,,26,0,519508,,,,,
6/27/2020,IA,28012,,,327,0,1336417,,,,,
6/27/2020,ID,5319,4790,529,171,10,667796,,,,,
6/27/2020,IL,142130,141077,1053,786,0,5296715,,,,,
6/27/2020,IN,44575,,,435,0,2795541,,,,,
6/27/2020,KS,13538,13227,311,0,0,1233215,,,,,
6/27/2020,KY,15167,14669,498,308,40,1927164,,,,,
6/27/2020,LA,54769,,,0,0,1964981,,,,,
6/27/2020,MA,108443,103376,5067,373,68,2808254,,,,,
6/27/2020,MD,66777,,,327,0,2378814,,,,,
6/27/2020,ME,3191,2838,353,89,9,721830,,,,,
6/27/2020,MI,69679,63009,6670,350,36,4532233,,,,,
6/27/2020,MN,35549,,,933,0,2347201,,,,,
6/27/2020,MO,20261,,,347,0,2712729,,,,,
6/27/2020,MS,25892,25724,168,361,5,1274719,,,,,
6/27/2020,MT,852,852,0,0,0,482825,,,,,
6/27/2020,NC,60587,60537,50,1720,1,4327528,,,,,
6/27/2020,ND,3458,3458,0,37,0,317498,,,,,
6/27/2020,NE,18775,,,251,0,796793,,,,,
6/27/2020,NH,5671,,,33,0,614754,,,,,
6/27/2020,NJ,171787,,,311,22,3553562,,,,,
6/27/2020,NM,11619,,,211,0,901388,,,,,
6/27/2020,NV,16576,,,1104,5,1173814,,,,,
6/27/2020,NY,177489,,,339,0,8108103,,,,,
6/27/2020,OH,49455,45969,3486,817,20,5127508,,,,,
6/27/2020,OK,12367,,,392,0,1664378,,,,,
6/27/2020,OR,8094,8094,0,276,0,1675562,,,,,
6/27/2020,PA,85496,83050,2446,505,9,5567315,,,,,
6/27/2020,RI,16661,,,0,0,463388,,,,,
6/27/2020,SC,32807,32670,137,1601,17,2137683,,,,,
6/27/2020,SD,6626,,,91,0,363438,,,,,
6/27/2020,TN,40172,39848,324,728,29,2812133,,,,,
6/27/2020,TX,143371,,,5747,0,9977436,,,,,
6/27/2020,UT,20986,20986,0,505,0,979709,,,,,
6/27/2020,VA,61736,59071,2665,489,29,3364939,,,,,
6/27/2020,VT,1200,,,2,0,322539,,,,,
6/27/2020,WA,31404,,,549,0,2885677,,,,,
6/27/2020,WI,30227,27286,2941,559,20,2624358,,,,,
6/27/2020,WV,2782,2689,93,52,0,881917,,,,,
6/27/2020,WY,1392,1097,295,24,6,261868,,,,,
6/28/2020,AK,883,,,29,0,306967,,,,,
6/28/2020,AL,36350,35856,494,1245,15,2171853,,,,,
6/28/2020,AR,19818,,,508,0,1316299,,,,,
6/28/2020,AZ,73908,73497,411,3857,1,2844526,,,,,
6/28/2020,CA,211243,,,4810,0,13680081,,,,,
6/28/2020,CO,32307,29476,2831,285,3,2212898,,,,,
6/28/2020,CT,46303,44324,1979,97,-2,1487891,,,,,
6/28/2020,DC,10248,,,32,0,296719,,,,,
6/28/2020,DE,11416,10344,1072,163,8,405885,,,,,
6/28/2020,FL,138567,,,8475,0,8989580,,,,,
6/28/2020,GA,77596,76260,1336,2186,17,4088801,,,,,
6/28/2020,HI,883,,,2,0,519508,,,,,
6/28/2020,IA,28489,,,477,0,1336417,,,,,
6/28/2020,ID,5319,4790,529,0,0,667796,,,,,
6/28/2020,IL,142776,141723,1053,646,0,5296715,,,,,
6/28/2020,IN,44930,,,355,0,2795541,,,,,
6/28/2020,KS,13538,13227,311,0,0,1233215,,,,,
6/28/2020,KY,15232,14732,500,65,2,1927164,,,,,
6/28/2020,LA,56236,,,1467,0,1964981,,,,,
6/28/2020,MA,108667,103539,5128,224,61,2808254,,,,,
6/28/2020,MD,67254,,,477,0,2378814,,,,,
6/28/2020,ME,3221,2861,360,30,7,721830,,,,,
6/28/2020,MI,69946,63261,6685,267,15,4532233,,,,,
6/28/2020,MN,35546,,,-3,0,2347201,,,,,
6/28/2020,MO,20575,,,314,0,2712729,,,,,
6/28/2020,MS,26567,26400,167,675,-1,1274719,,,,,
6/28/2020,MT,919,919,0,67,0,482825,,,,,
6/28/2020,NC,62192,62142,50,1605,0,4327528,,,,,
6/28/2020,ND,3495,3495,0,37,0,317498,,,,,
6/28/2020,NE,18899,,,124,0,796793,,,,,
6/28/2020,NH,5747,,,76,0,614754,,,,,
6/28/2020,NJ,172112,,,325,16,3553562,,,,,
6/28/2020,NM,11809,,,190,0,901388,,,,,
6/28/2020,NV,17397,,,821,0,1173814,,,,,
6/28/2020,NY,177789,,,300,0,8108103,,,,,
6/28/2020,OH,50309,46790,3519,854,33,5127508,,,,,
6/28/2020,OK,12675,,,308,7,1664378,,,,,
6/28/2020,OR,8341,8004,337,247,337,1675562,,,,,
6/28/2020,PA,85988,83529,2459,492,13,5567315,,,,,
6/28/2020,RI,16661,,,0,0,463388,,,,,
6/28/2020,SC,34249,34101,148,1442,11,2137683,,,,,
6/28/2020,SD,6681,,,55,0,363438,,,,,
6/28/2020,TN,40172,39848,324,0,0,2812133,,,,,
6/28/2020,TX,148723,,,5352,0,9977436,,,,,
6/28/2020,UT,21450,21450,0,464,0,979709,,,,,
6/28/2020,VA,62189,59522,2667,453,2,3364939,,,,,
6/28/2020,VT,1202,,,2,0,322539,,,,,
